"eid"	"prism.doi"	"pii"	"dc.title"	"prism.coverDate"	"prism.volume"	"prism.pageRange"	"dc.creator"	"citedby.count"	"article.number"	"source.id"	"pubmed.id"	"dc.identifier"	"Topic0"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"dominant_topic"	"eid"	"pii"	"neg"	"neu"	"pos"	"compound"	"eid"	"pii"	"year"
"2-s2.0-84920590641"	"10.1016/j.jhevol.2014.02.017"	"S0047248414000839"	"Docosahexaenoic acid and human brain development: Evidence that adietary supply is needed for optimal development"	"2014-12-01"	77	"99-106"	"Brenna J."	109	NA	18927	24780861	"SCOPUS_ID:84920590641"	0	0.04	0.43	0	0	0.12	0.01	0	0	0.39	2	"2-s2.0-84920590641"	"S0047248414000839"	0.049	0.869	0.083	0.9996	"2-s2.0-84920590641"	"S0047248414000839"	"2014"
"2-s2.0-85040545459"	"10.1016/j.jhevol.2017.11.008"	"S0047248417300635"	"Understanding climate's influence on the extinction of Oreopithecus (late Miocene, Tusco-Sardinian paleobioprovince, Italy)"	"2018-03-01"	116	"14-26"	"DeMiguel D."	2	NA	18927	29477179	"SCOPUS_ID:85040545459"	0	0.65	0	0	0	0.16	0	0.07	0.11	0	1	"2-s2.0-85040545459"	"S0047248417300635"	0.021	0.886	0.094	0.9999	"2-s2.0-85040545459"	"S0047248417300635"	"2018"
"2-s2.0-0034946915"	"10.1006/jhev.2001.0471"	"S0047248401904713"	"Border cave revisited: A revised ESR chronology"	"2001-01-01"	40	"467-482"	"Grün R."	114	NA	18927	11371150	"SCOPUS_ID:0034946915"	0.22	0.02	0.09	0	0	0	0.62	0	0.04	0	6	"2-s2.0-0034946915"	"S0047248401904713"	0.017	0.937	0.046	0.9861	"2-s2.0-0034946915"	"S0047248401904713"	"2001"
"2-s2.0-0343428624"	"10.1016/S0047-2484(83)80012-8"	"S0047248483800128"	"Palaeoecology and prehistory in New Guinea"	"1983-01-01"	12	"37-60"	"Hope G."	32	NA	18927	NA	"SCOPUS_ID:0343428624"	0	0.3	0.54	0	0	0	0.15	0	0	0.01	2	"2-s2.0-0343428624"	"S0047248483800128"	0.034	0.883	0.083	0.9999	"2-s2.0-0343428624"	"S0047248483800128"	"1983"
"2-s2.0-0020322985"	"10.1016/S0047-2484(82)80018-3"	"S0047248482800183"	"Racial groups in the region around chott El Djerid, Southern Tunisia"	"1982-01-01"	11	"265-287"	"Tesi G."	0	NA	18927	NA	"SCOPUS_ID:0020322985"	0	0	0.83	0.1	0.06	0	0	0	0	0.01	2	"2-s2.0-0020322985"	"S0047248482800183"	0.025	0.89	0.085	0.9997	"2-s2.0-0020322985"	"S0047248482800183"	"1982"
"2-s2.0-84885388604"	"10.1016/j.jhevol.2013.07.003"	"S0047248413001632"	"New dental remains of Anoiapithecus and the first appearance datum of hominoids in the Iberian Peninsula"	"2013-01-01"	65	"573-584"	"Alba D."	17	NA	18927	23932194	"SCOPUS_ID:84885388604"	0.04	0	0	0	0.04	0	0	0.25	0.67	0.01	8	"2-s2.0-84885388604"	"S0047248413001632"	0.024	0.923	0.053	0.9996	"2-s2.0-84885388604"	"S0047248413001632"	"2013"
"2-s2.0-0017569973"	"10.1016/S0047-2484(77)80095-X"	"S004724847780095X"	"The epigenetic variants of the skulls in some ancient and recent Italian populations"	"1977-01-01"	6	"689-695"	"Ardito G."	6	NA	18927	NA	"SCOPUS_ID:0017569973"	0.03	0	0.72	0	0.24	0	0	0	0	0	2	"2-s2.0-0017569973"	"S004724847780095X"	0.035	0.914	0.051	0.9834	"2-s2.0-0017569973"	"S004724847780095X"	"1977"
"2-s2.0-77958170181"	"10.1016/j.jhevol.2010.06.002"	"S0047248410001168"	"'Putting flesh back onto the bones?' Can we predict soft tissue properties from skeletal and fossil remains?"	"2010-01-01"	59	"484-492"	"Shaw C."	15	NA	18927	NA	"SCOPUS_ID:77958170181"	0	0	0	0.91	0	0.08	0.01	0	0	0	3	"2-s2.0-77958170181"	"S0047248410001168"	0.048	0.863	0.089	0.9996	"2-s2.0-77958170181"	"S0047248410001168"	"2010"
"2-s2.0-17644402386"	"10.1016/j.jhevol.2005.02.003"	"S0047248405000321"	"Early Pleistocene \"hominid remains\" From southern Spain and the taxonomic assignment of the Cueva Victoria phalanx"	"2005-01-01"	48	"517-523"	"Martínez-Navarro B."	25	NA	18927	15857654	"SCOPUS_ID:17644402386"	0.46	0.09	0	0	0	0	0.06	0.38	0	0	0	"2-s2.0-17644402386"	"S0047248405000321"	0.024	0.911	0.065	0.9965	"2-s2.0-17644402386"	"S0047248405000321"	"2005"
"2-s2.0-85046870820"	"10.1016/j.jhevol.2018.02.011"	"S0047248417302464"	"Re-dating Zhoukoudian Upper Cave, northern China and its regional significance"	"2018-08-01"	121	"170-177"	"Li F."	10	NA	18927	29778246	"SCOPUS_ID:85046870820"	0.13	0.12	0.07	0	0	0	0.66	0	0.01	0	6	"2-s2.0-85046870820"	"S0047248417302464"	0.023	0.904	0.073	0.9997	"2-s2.0-85046870820"	"S0047248417302464"	"2018"
"2-s2.0-0018074284"	"10.1016/S0047-2484(78)80026-8"	"S0047248478800268"	"Consanguinity and biological variations in man"	"1978-01-01"	7	"547-549"	"Schreider E."	1	NA	18927	NA	"SCOPUS_ID:0018074284"	0	0	1	0	0	0	0	0	0	0	2	"2-s2.0-0018074284"	"S0047248478800268"	0.081	0.779	0.139	0.9956	"2-s2.0-0018074284"	"S0047248478800268"	"1978"
"2-s2.0-84920556748"	"10.1016/j.jhevol.2014.06.007"	"S0047248414001547"	"Orangutan fish eating, primate aquatic fauna eating, and their implications for the origins of ancestral hominin fish eating"	"2014-12-01"	77	"50-63"	"Russon A.E."	9	NA	18927	25038033	"SCOPUS_ID:84920556748"	0	0.3	0	0	0	0	0.01	0	0	0.7	9	"2-s2.0-84920556748"	"S0047248414001547"	0.031	0.903	0.066	0.9998	"2-s2.0-84920556748"	"S0047248414001547"	"2014"
"2-s2.0-0028190398"	"10.1006/jhev.1994.1018"	"S0047248484710189"	"Early Middle Pleistocene deposits and artefacts in the Gran Dolina site (TD4) of the 'Sierra de Atapuerca' (Burgos, Spain)"	"1994-01-01"	26	"291-311"	"Carbonell E."	47	NA	18927	NA	"SCOPUS_ID:0028190398"	0.56	0	0	0	0	0	0.44	0	0	0	0	"2-s2.0-0028190398"	"S0047248484710189"	0.012	0.901	0.086	0.9781	"2-s2.0-0028190398"	"S0047248484710189"	"1994"
"2-s2.0-0033818326"	"10.1006/jhev.2000.0418"	"S0047248400904184"	"Estimating missing data: An iterative regression approach"	"2000-01-01"	39	"289-296"	"Holt B."	13	NA	18927	10964530	"SCOPUS_ID:0033818326"	0.2	0	0.14	0.37	0	0.29	0	0	0	0	3	"2-s2.0-0033818326"	"S0047248400904184"	0.067	0.822	0.112	0.9864	"2-s2.0-0033818326"	"S0047248400904184"	"2000"
"2-s2.0-84861914116"	"10.1016/j.jhevol.2012.03.004"	"S0047248412000437"	"New evidence for canine dietary function in Afropithecus turkanensis"	"2012-01-01"	62	"707-719"	"Deane A."	9	NA	18927	NA	"SCOPUS_ID:84861914116"	0	0	0	0.01	0.04	0.32	0	0.3	0.3	0.02	5	"2-s2.0-84861914116"	"S0047248412000437"	0.018	0.888	0.095	0.9999	"2-s2.0-84861914116"	"S0047248412000437"	"2012"
"2-s2.0-0026273295"	"10.1016/0047-2484(91)90114-B"	"004724849190114B"	"The natural history of deciduous tooth attrition in hominoids"	"1991-01-01"	21	"397-412"	"Aiello L.C."	39	NA	18927	NA	"SCOPUS_ID:0026273295"	0	0	0	0	0.02	0.12	0	0	0.51	0.35	8	"2-s2.0-0026273295"	"004724849190114B"	0.027	0.878	0.095	0.9999	"2-s2.0-0026273295"	"004724849190114B"	"1991"
"2-s2.0-0027387215"	"10.1006/jhev.1993.1021"	"S0047248483710213"	"Origin of habitual terrestrial bipedalism in the ancestor of the Hominidae"	"1993-01-01"	24	"259-280"	"Jablonski N."	50	NA	18927	NA	"SCOPUS_ID:0027387215"	0	0.09	0.1	0.24	0	0	0	0.22	0	0.34	9	"2-s2.0-0027387215"	"S0047248483710213"	0.039	0.847	0.114	0.9907	"2-s2.0-0027387215"	"S0047248483710213"	"1993"
"2-s2.0-85064227133"	"10.1016/j.jhevol.2019.03.011"	"S0047248418303658"	"Wild chimpanzees deprived a leopard of its kill: Implications for the origin of hominin confrontational scavenging"	"2019-06-01"	131	"129-138"	"Nakamura M."	9	NA	18927	31182198	"SCOPUS_ID:85064227133"	0	0	0	0	0	0	0.16	0	0	0.84	9	"2-s2.0-85064227133"	"S0047248418303658"	0.087	0.839	0.074	-0.9987	"2-s2.0-85064227133"	"S0047248418303658"	"2019"
"2-s2.0-0019278158"	"10.1016/0047-2484(80)90005-6"	"47248480900056"	"Gc and transferrin isoelectrofocusing subtypes among Brazilian Indians"	"1980-01-01"	9	"489-494"	"Constans J."	21	NA	18927	NA	"SCOPUS_ID:0019278158"	0	0	1	0	0	0	0	0	0	0	2	"2-s2.0-0019278158"	"47248480900056"	0.008	0.936	0.056	0.9981	"2-s2.0-0019278158"	"47248480900056"	"1980"
"2-s2.0-0018606872"	"10.1016/0047-2484(79)90005-8"	"47248479900058"	"Variation of blood pressure and heart rate in and between eighteen ethnic groups of Rwanda, Burundi and Zaire"	"1979-01-01"	8	"767-771"	"Hiernaux J."	0	NA	18927	NA	"SCOPUS_ID:0018606872"	0	0.1	0.51	0.17	0	0	0	0	0	0.22	2	"2-s2.0-0018606872"	"47248479900058"	0.071	0.85	0.079	0.8957	"2-s2.0-0018606872"	"47248479900058"	"1979"
"2-s2.0-85097239132"	"10.1016/j.jhevol.2020.102911"	"S004724842030172X"	"Rodents as indicators of the climatic conditions during the Middle Pleistocene in the southwestern Mediterranean region: implications for the environment in which hominins lived"	"2021-01-01"	150	"xx-xx"	"López-García J.M."	0	102911	18927	33254079	"SCOPUS_ID:85097239132"	0.38	0.42	0	0	0	0	0.21	0	0	0	1	"2-s2.0-85097239132"	"S004724842030172X"	0.018	0.945	0.036	0.9992	"2-s2.0-85097239132"	"S004724842030172X"	"2021"
"2-s2.0-0015850162"	"10.1016/0047-2484(73)90073-0"	"47248473900730"	"The learning skills of great apes"	"1973-01-01"	2	"171-179"	"Rumbaugh D."	25	NA	18927	NA	"SCOPUS_ID:0015850162"	0	0	0.33	0	0	0.05	0	0	0	0.62	9	"2-s2.0-0015850162"	"47248473900730"	0.032	0.756	0.212	0.9999	"2-s2.0-0015850162"	"47248473900730"	"1973"
"2-s2.0-85018985560"	"10.1016/j.jhevol.2017.03.003"	"S0047248417301136"	"Direct radiocarbon dating and DNA analysis of the Darra-i-Kur (Afghanistan) human temporal bone"	"2017-06-01"	107	"86-93"	"Douka K."	10	NA	18927	28526291	"SCOPUS_ID:85018985560"	0.33	0	0.24	0	0	0	0.43	0	0	0	6	"2-s2.0-85018985560"	"S0047248417301136"	0.019	0.908	0.073	0.9997	"2-s2.0-85018985560"	"S0047248417301136"	"2017"
"2-s2.0-0017112334"	"10.1016/0047-2484(76)90030-0"	"0047-2484(76)90030-0"	"Dryopithecus (Proconsul) africanus: Quadruped or non-quadruped?"	"1976-01-01"	5	"279-283"	"O'Connor B."	32	NA	18927	NA	"SCOPUS_ID:0017112334"	0	0	0.05	0	0	0	0	0.94	0	0	7	"2-s2.0-0017112334"	"0047-2484(76)90030-0"	0.025	0.895	0.08	0.9978	"2-s2.0-0017112334"	"0047-2484(76)90030-0"	"1976"
"2-s2.0-0017334023"	"10.1016/S0047-2484(77)80128-0"	"S0047248477801280"	"Mesolithic man in northwestern Europe; biological distances, genetic considerations"	"1977-01-01"	6	"195-209"	"Constandse-Westermann T."	2	NA	18927	NA	"SCOPUS_ID:0017334023"	0	0.03	0.79	0	0.07	0	0.12	0	0	0	2	"2-s2.0-0017334023"	"S0047248477801280"	0.038	0.855	0.107	0.9998	"2-s2.0-0017334023"	"S0047248477801280"	"1977"
"2-s2.0-58149411191"	"10.1016/S0047-2484(78)80011-6"	"S0047248478800116"	"History of Anthropology in Europe"	"1978-01-01"	7	"455-464"	"Riquet R."	0	NA	18927	NA	"SCOPUS_ID:58149411191"	0.02	0	0.96	0	0	0	0	0	0	0.01	2	"2-s2.0-58149411191"	"S0047248478800116"	0.088	0.759	0.153	0.9998	"2-s2.0-58149411191"	"S0047248478800116"	"1978"
"2-s2.0-0021160566"	"10.1016/S0047-2484(84)80057-3"	"S0047248484800573"	"The placenta: the celibate sibling"	"1984-01-01"	13	"449-455"	"Mackey W."	3	NA	18927	NA	"SCOPUS_ID:0021160566"	0	0	0.74	0	0	0	0	0	0	0.26	2	"2-s2.0-0021160566"	"S0047248484800573"	0.118	0.779	0.103	-0.9983	"2-s2.0-0021160566"	"S0047248484800573"	"1984"
"2-s2.0-78649450935"	"10.1016/j.jhevol.2010.08.003"	"S0047248410001703"	"When humans chew bones"	"2011-01-01"	60	"117-123"	"Fernández-Jalvo Y."	82	NA	18927	NA	"SCOPUS_ID:78649450935"	0.17	0	0	0	0	0.08	0.52	0	0.18	0.06	6	"2-s2.0-78649450935"	"S0047248410001703"	0.028	0.919	0.053	0.9972	"2-s2.0-78649450935"	"S0047248410001703"	"2011"
"2-s2.0-70450207673"	"10.1016/j.jhevol.2009.08.001"	"S0047248409001493"	"Isotopic ecology and dietary profiles of Liberian chimpanzees"	"2010-01-01"	58	"43-55"	"Smith C."	45	NA	18927	19796791	"SCOPUS_ID:70450207673"	0	0.44	0	0	0	0	0	0	0.03	0.53	9	"2-s2.0-70450207673"	"S0047248409001493"	0.015	0.883	0.102	1	"2-s2.0-70450207673"	"S0047248409001493"	"2010"
"2-s2.0-0017371053"	"10.1016/S0047-2484(77)80007-9"	"S0047-2484(77)80007-9"	"Pleistocene and recent Australians: A multivariate comparison"	"1977-01-01"	6	"393-402"	"Thorne A."	23	NA	18927	NA	"SCOPUS_ID:0017371053"	0	0.04	0.67	0	0.14	0.14	0.01	0	0	0	2	"2-s2.0-0017371053"	"S0047-2484(77)80007-9"	0.031	0.853	0.115	0.9997	"2-s2.0-0017371053"	"S0047-2484(77)80007-9"	"1977"
"2-s2.0-0021636625"	"10.1016/S0047-2484(84)80012-3"	"S0047248484800123"	"Effects of parental consanguinity on some morphometric traits in the Brahmins of Andhra Pradesh"	"1984-01-01"	13	"275-279"	"Reddy V.R."	2	NA	18927	NA	"SCOPUS_ID:0021636625"	0.02	0	0.56	0.27	0.08	0	0	0	0	0.07	2	"2-s2.0-0021636625"	"S0047248484800123"	0.03	0.9	0.07	0.9949	"2-s2.0-0021636625"	"S0047248484800123"	"1984"
"2-s2.0-84905721115"	"10.1016/j.jhevol.2014.05.008"	"S0047248414001286"	"Taxonomic affinity of the Pliocene hominin fossils from Fejej, Ethiopia"	"2014-01-01"	73	"98-102"	"Ward C."	12	NA	18927	25015349	"SCOPUS_ID:84905721115"	0	0.05	0	0	0.76	0	0	0	0.2	0	4	"2-s2.0-84905721115"	"S0047248414001286"	0.022	0.919	0.059	0.9972	"2-s2.0-84905721115"	"S0047248414001286"	"2014"
"2-s2.0-0000507508"	"10.1016/S0047-2484(83)80025-6"	"S0047248483800256"	"Joint functions and grips of the Australopithecus afarensis hand, with special reference to the region of the capitate"	"1983-01-01"	12	"197-211"	"Marzke M."	114	NA	18927	NA	"SCOPUS_ID:0000507508"	0	0	0.02	0.04	0.13	0	0.04	0.65	0	0.12	7	"2-s2.0-0000507508"	"S0047248483800256"	0.031	0.852	0.117	0.9999	"2-s2.0-0000507508"	"S0047248483800256"	"1983"
"2-s2.0-77149140117"	"10.1016/j.jhevol.2009.05.001"	"S0047248409000797"	"Erratum to \"Semicircular canal system in early primates\"[J. H. Evol. 56 (2009) 315-327] (DOI:10.1016/j.jhevol.2008.10.007)"	"2010-01-01"	58	"279-280"	"Silcox M.T."	0	NA	18927	NA	"SCOPUS_ID:77149140117"	0.62	0	0	0.25	0	0	0	0.13	0	0	0	"2-s2.0-77149140117"	"S0047248409000797"	0.009	0.881	0.11	0.9936	"2-s2.0-77149140117"	"S0047248409000797"	"2010"
"2-s2.0-32044446234"	"10.1016/j.jhevol.2005.10.005"	"S0047248405001971"	"Multiple discontinuities in nonhuman vocal tracts - A response to Lieberman (2006)"	"2006-01-01"	50	"222-225"	"Riede T."	14	NA	18927	NA	"SCOPUS_ID:32044446234"	0.07	0	0.26	0.1	0	0.16	0	0	0	0.4	9	"2-s2.0-32044446234"	"S0047248405001971"	0.037	0.901	0.062	0.9955	"2-s2.0-32044446234"	"S0047248405001971"	"2006"
"2-s2.0-3643103772"	"10.1016/0047-2484(72)90011-5"	"0047-2484(72)90011-5"	"An argument for the genetic simplicity of man and other mammals"	"1972-01-01"	1	"651-662"	"Ohno S."	38	NA	18927	NA	"SCOPUS_ID:3643103772"	0	0	0.99	0	0	0	0	0.01	0	0	2	"2-s2.0-3643103772"	"0047-2484(72)90011-5"	0.04	0.853	0.106	0.9998	"2-s2.0-3643103772"	"0047-2484(72)90011-5"	"1972"
"2-s2.0-84937691862"	"10.1016/j.jhevol.2015.06.003"	"S0047248415001554"	"The age of the Lower Paleolithic occupation at Schöningen"	"2013-06-07"	89	"46-56"	"Richter D."	46	NA	18927	26212768	"SCOPUS_ID:84937691862"	0	0.1	0.1	0	0	0	0.79	0	0	0	6	"2-s2.0-84937691862"	"S0047248415001554"	0.041	0.9	0.058	0.9981	"2-s2.0-84937691862"	"S0047248415001554"	"2013"
"2-s2.0-0025603262"	"10.1016/0047-2484(90)90019-8"	"47248490900198"	"The Casal de' Pazzi archaic parietal: comparative analysis of new fossil evidence from the late Middle Pleistocene of Rome"	"1990-01-01"	19	"751-759"	"Manzi G."	6	NA	18927	NA	"SCOPUS_ID:0025603262"	0.79	0.03	0.09	0	0.05	0	0.04	0	0	0	0	"2-s2.0-0025603262"	"47248490900198"	0.023	0.932	0.044	0.9959	"2-s2.0-0025603262"	"47248490900198"	"1990"
"2-s2.0-0024219803"	"10.1016/0047-2484(88)90030-9"	"47248488900309"	"Catarrhine phalanges from the Late Miocene (Vallesian) of Rudabánya, Hungary"	"1988-01-01"	17	"413-438"	"Begun D."	29	NA	18927	NA	"SCOPUS_ID:0024219803"	0	0	0	0	0	0	0	0.98	0.01	0.01	7	"2-s2.0-0024219803"	"47248488900309"	0.029	0.894	0.077	0.9998	"2-s2.0-0024219803"	"47248488900309"	"1988"
"2-s2.0-0031811068"	"10.1006/jhev.1997.0191"	"S0047248497901913"	"Ancestral dental traits in recent Sub-Saharan Africans and the origins of modern humans"	"1998-01-01"	34	"81-98"	"Irish J."	95	NA	18927	9467783	"SCOPUS_ID:0031811068"	0.22	0.02	0.33	0	0.19	0	0	0	0.24	0	2	"2-s2.0-0031811068"	"S0047248497901913"	0.006	0.962	0.032	0.9901	"2-s2.0-0031811068"	"S0047248497901913"	"1998"
"2-s2.0-84957665603"	"10.1016/j.jhevol.2015.12.005"	"S0047248415003139"	"First hominin fossils from Milner Hall, Sterkfontein, South Africa"	"2016-02-01"	91	"167-173"	"Stratford D."	11	NA	18927	26852818	"SCOPUS_ID:84957665603"	0.03	0	0	0	0.46	0	0.15	0.17	0.19	0	4	"2-s2.0-84957665603"	"S0047248415003139"	0.013	0.909	0.078	0.9996	"2-s2.0-84957665603"	"S0047248415003139"	"2016"
"2-s2.0-84937968791"	"10.1016/j.jhevol.2015.05.003"	"S0047248415001104"	"New investigations at Kalambo Falls, Zambia: Luminescence chronology, site formation, and archaeological significance"	"2015-08-01"	85	"111-125"	"Duller G."	24	NA	18927	26073072	"SCOPUS_ID:84937968791"	0	0.01	0	0.01	0	0	0.98	0	0	0	6	"2-s2.0-84937968791"	"S0047248415001104"	0.044	0.861	0.095	0.9999	"2-s2.0-84937968791"	"S0047248415001104"	"2015"
"2-s2.0-0000403635"	"10.1016/0047-2484(88)90075-9"	"47248488900759"	"Dionysopithecus from southern Pakistan and the biochronology and biogeography of early Eurasian catarrhines"	"1988-01-01"	17	"339-358"	"Bernor R.L."	33	NA	18927	NA	"SCOPUS_ID:0000403635"	0	0.56	0	0	0	0	0	0.25	0.19	0	1	"2-s2.0-0000403635"	"47248488900759"	0.037	0.919	0.044	0.9922	"2-s2.0-0000403635"	"47248488900759"	"1988"
"2-s2.0-0020308385"	"10.1016/S0047-2484(82)80058-4"	"S0047248482800584"	"On the significance of stature in human society"	"1982-01-01"	11	"697-701"	"Schumacher A."	29	NA	18927	NA	"SCOPUS_ID:0020308385"	0	0	0.88	0.12	0	0	0	0	0	0	2	"2-s2.0-0020308385"	"S0047248482800584"	0.059	0.829	0.112	0.9983	"2-s2.0-0020308385"	"S0047248482800584"	"1982"
"2-s2.0-58549113152"	"10.1016/j.jhevol.2008.10.001"	"S0047248408002078"	"Are Victoria West cores \"proto-Levallois\"? A phylogenetic assessment"	"2009-01-01"	56	"175-191"	"Lycett S."	66	NA	18927	19062074	"SCOPUS_ID:58549113152"	0	0	0.16	0	0.02	0.34	0.4	0.08	0	0.01	6	"2-s2.0-58549113152"	"S0047248408002078"	0.024	0.921	0.055	0.9998	"2-s2.0-58549113152"	"S0047248408002078"	"2009"
"2-s2.0-84923624219"	"10.1016/j.jhevol.2014.09.005"	"S0047248414002279"	"How much more would KNM-WT 15000 have grown?"	"2015-03-01"	80	"74-82"	"Ruff C."	22	NA	18927	25449954	"SCOPUS_ID:84923624219"	0	0	0	0.78	0.19	0	0	0	0.02	0	3	"2-s2.0-84923624219"	"S0047248414002279"	0.032	0.869	0.099	0.9999	"2-s2.0-84923624219"	"S0047248414002279"	"2015"
"2-s2.0-0020501943"	"10.1016/S0047-2484(83)80019-0"	"S0047248483800190"	"Hemotypology of a Chinese population"	"1983-01-01"	12	"145-148"	"Leprince F."	0	NA	18927	NA	"SCOPUS_ID:0020501943"	0	0	1	0	0	0	0	0	0	0	2	"2-s2.0-0020501943"	"S0047248483800190"	0.014	0.945	0.041	0.9834	"2-s2.0-0020501943"	"S0047248483800190"	"1983"
"2-s2.0-33846928029"	"10.1016/j.jhevol.2006.10.001"	"S0047248406002041"	"Reliance on head versus eyes in the gaze following of great apes and human infants: the cooperative eye hypothesis"	"2007-01-01"	52	"314-320"	"Tomasello M."	236	NA	18927	17140637	"SCOPUS_ID:33846928029"	0	0	0.1	0.02	0	0.08	0	0.04	0	0.76	9	"2-s2.0-33846928029"	"S0047248406002041"	0.022	0.873	0.104	0.9998	"2-s2.0-33846928029"	"S0047248406002041"	"2007"
"2-s2.0-0027800985"	"10.1006/jhev.1993.1061"	"S0047248483710614"	"Evaluation of \"unique\" aspects of human vertebral bodies and pedicles with a consideration of Australopithecus africanus"	"1993-01-01"	25	"433-470"	"Shapiro L."	40	NA	18927	NA	"SCOPUS_ID:0027800985"	0	0	0	0.15	0.07	0	0	0.77	0	0	7	"2-s2.0-0027800985"	"S0047248483710614"	0.008	0.934	0.058	0.9776	"2-s2.0-0027800985"	"S0047248483710614"	"1993"
"2-s2.0-55749093245"	"10.1016/j.jhevol.2008.08.018"	"S0047248408001711"	"From the Bay of Naples to the River Don: the Campanian Ignimbrite eruption and the Middle to Upper Paleolithic transition in Eastern Europe"	"2008-01-01"	55	"858-870"	"Hoffecker J."	63	NA	18927	18937961	"SCOPUS_ID:55749093245"	0.03	0.09	0	0	0	0	0.88	0	0	0	6	"2-s2.0-55749093245"	"S0047248408001711"	0.022	0.929	0.049	0.9994	"2-s2.0-55749093245"	"S0047248408001711"	"2008"
"2-s2.0-0032194537"	"10.1006/jhev.1998.0235"	"S0047248498902354"	"A radiographic study of the development of the human mandibular dentition"	"1998-01-01"	35	"479-505"	"Simpson S."	34	NA	18927	9774507	"SCOPUS_ID:0032194537"	0	0	0.28	0.3	0	0	0	0	0.39	0.03	8	"2-s2.0-0032194537"	"S0047248498902354"	0	0.903	0.097	0.9901	"2-s2.0-0032194537"	"S0047248498902354"	"1998"
"2-s2.0-0019519381"	"10.1016/S0047-2484(81)80023-1"	"S0047248481800231"	"The Tinderet Miocence sequence in Kenya"	"1981-01-01"	10	"11-33"	"Pickford M."	48	NA	18927	NA	"SCOPUS_ID:0019519381"	0	0.57	0	0	0.01	0	0.36	0.03	0.03	0	1	"2-s2.0-0019519381"	"S0047248481800231"	0.048	0.88	0.073	0.9986	"2-s2.0-0019519381"	"S0047248481800231"	"1981"
"2-s2.0-0032147729"	"10.1006/jhev.1998.0224"	"S004724849890224X"	"A critique of the evidence for scavenging by Neandertals and early modern humans: new data from Kobeh Cave (Zagros Mountains, Iran) and Die Kelders Cave 1 Layer 10 (South Africa)"	"1998-01-01"	35	"111-136"	"Marean C.W."	99	NA	18927	9719992	"SCOPUS_ID:0032147729"	0.05	0	0	0	0	0	0.91	0.02	0	0.02	6	"2-s2.0-0032147729"	"S004724849890224X"	0.068	0.908	0.024	-0.9972	"2-s2.0-0032147729"	"S004724849890224X"	"1998"
"2-s2.0-84902266034"	"10.1016/j.jhevol.2014.03.006"	"S0047248414000815"	"Honey, Hadza, hunter-gatherers, and human evolution"	"2014-01-01"	71	"119-128"	"Marlowe F."	45	NA	18927	24746602	"SCOPUS_ID:84902266034"	0	0.04	0.02	0	0	0	0.13	0	0	0.81	9	"2-s2.0-84902266034"	"S0047248414000815"	0.033	0.853	0.114	0.9999	"2-s2.0-84902266034"	"S0047248414000815"	"2014"
"2-s2.0-0017411889"	"10.1016/S0047-2484(77)80005-5"	"S0047248477800055"	"Hunters by the seashore"	"1977-01-01"	6	"xx-xx"	"Meehan B."	43	NA	18927	NA	"SCOPUS_ID:0017411889"	0	0.09	0.32	0	0	0	0.14	0	0	0.45	9	"2-s2.0-0017411889"	"S0047248477800055"	0.034	0.895	0.071	0.9977	"2-s2.0-0017411889"	"S0047248477800055"	"1977"
"2-s2.0-0034980896"	"10.1006/jhev.2001.0469"	"S0047248401904695"	"Mortality rates among wild Chimpanzees"	"2001-01-01"	40	"437-450"	"Hill K."	256	NA	18927	11322804	"SCOPUS_ID:0034980896"	0	0.09	0	0	0	0	0.01	0	0	0.89	9	"2-s2.0-0034980896"	"S0047248401904695"	0.032	0.908	0.06	0.9733	"2-s2.0-0034980896"	"S0047248401904695"	"2001"
"2-s2.0-23844459859"	"10.1016/j.jhevol.2005.05.002"	"S0047248405000862"	"Isotope evidence for the intensive use of marine foods by Late Upper Palaeolithic humans"	"2005-01-01"	49	"390-394"	"Richards M."	98	NA	18927	15975629	"SCOPUS_ID:23844459859"	0.05	0.37	0	0	0	0	0.47	0	0	0.12	6	"2-s2.0-23844459859"	"S0047248405000862"	0.009	0.896	0.095	0.9992	"2-s2.0-23844459859"	"S0047248405000862"	"2005"
"2-s2.0-58149407125"	"10.1016/S0047-2484(82)80028-6"	"S0047248482800286"	"Orang-utan tool-use at Tanjung Puting Reserve, Central Indonesian Borneo (Kalimantan Tengah)"	"1982-01-01"	11	"xx-xx"	"Galdikas B."	50	NA	18927	NA	"SCOPUS_ID:58149407125"	0	0.01	0.04	0	0	0	0.02	0	0	0.93	9	"2-s2.0-58149407125"	"S0047248482800286"	0.044	0.869	0.087	0.9998	"2-s2.0-58149407125"	"S0047248482800286"	"1982"
"2-s2.0-0033179875"	"10.1006/jhev.1999.0310"	"S004724849990310X"	"Taxonomy and phylogenetic relationships of early Miocene catarrhines from Sihong, China"	"1999-01-01"	37	"225-277"	"Harrison T."	56	NA	18927	10444352	"SCOPUS_ID:0033179875"	0	0.52	0	0	0	0	0	0.47	0.01	0	1	"2-s2.0-0033179875"	"S004724849990310X"	0.019	0.953	0.028	0.959	"2-s2.0-0033179875"	"S004724849990310X"	"1999"
